"","X","gvkey","datadate","viol","fyearq","fqtr","datacqtr","datafqtr","actq","atq","cheq","cshoq","dlcq","dlttq","ibq","lctq","ltq","oibdpq","ppentq","saleq","seqq","txditcq","xintq","prccq","splticrm","sich","sic","cuur0000aa0","websiteSEC","cikSEC","formtype","nameSEC","datereport","datefiled","Year","gvkey.1","datadate.1","fyearq.1","fqtr.1","indfmt","curcdq","datacqtr.1","datafqtr.1","prcraq","aqcy","capxy","prstkcy","costat","dvpspq","Index.1","Index.Correct","time","time.2"
"506",37291,28206,"31.12.05",1,2005,4,"2005Q4","2005Q4",17.554,32.816,3.345,24.388,1.354,7.137,-0.131,7.421,18.322,0.118,4.732,8.931,14.494,0,0.113,2.03,"",3674,3674,589.4,"http://www.sec.gov/Archives/edgar/data/849502/0000849502-06-000010.txt",849502,"10-K","RAMTRON INTERNATIONAL CORP","31.12.05","15.03.06",2005,28206,"31.12.05",2005,4,"INDL","USD","2005Q4","2005Q4",NA,2.26,1.389,0,"I",0,"http://www.sec.gov/Archives/edgar/data/849502/0000849502-06-000010","http://www.sec.gov/Archives/edgar/data/849502/0000849502-06-000010-index.htm","2006-03-15 17:12:02","17:12:02"
"507",37318,28214,"31.03.04",1,2004,1,"2004Q1","2004Q1",NA,2329.899,140.807,27.379,237.158,1488.304,10.207,NA,1906.13,70.286,1628.896,99.038,388.669,0,28.381,15,"BB",7359,7359,561.5,"http://www.sec.gov/Archives/edgar/data/898777/0000899681-04-000698.txt",898777,"10-Q","INTERPOOL INC","31.03.04","08.10.04",2004,28214,"31.03.04",2004,1,"INDL","USD","2004Q1","2004Q1",NA,0,37.794,0,"I",0.0625,"http://www.sec.gov/Archives/edgar/data/898777/0000899681-04-000698","http://www.sec.gov/Archives/edgar/data/898777/0000899681-04-000698-index.htm","2004-10-08 17:01:47","17:01:47"
"508",37403,28285,"31.03.06",1,2006,3,"2006Q1","2006Q3",208.878,257.681,63.877,28.05,43.011,7.865,10.444,102.26,110.125,17.133,5.65,1135.913,142.689,0,0.816,26.19,"",7389,7389,598.6,"http://www.sec.gov/Archives/edgar/data/895516/0000922423-06-000670.txt",895516,"10-Q","ESCALA GROUP INC","31.03.06","10.05.06",2006,28285,"31.03.06",2006,3,"INDL","USD","2006Q1","2006Q3",NA,20.416,2.786,0,"A",0,"http://www.sec.gov/Archives/edgar/data/895516/0000922423-06-000670","http://www.sec.gov/Archives/edgar/data/895516/0000922423-06-000670-index.htm","2006-05-09 19:33:00","19:33:00"
"509",37468,28316,"30.09.06",1,2006,3,"2006Q3","2006Q3",10.574,25.314,1.133,70.227,1.224,10.425,-0.866,8.985,19.41,-0.236,1.023,11.605,5.904,0,0.337,1.42,"",3576,3576,607.9,"http://www.sec.gov/Archives/edgar/data/884719/0001104659-06-075143.txt",884719,"10-Q","FOCUS ENHANCEMENTS INC","30.09.06","14.11.06",2006,28316,"30.09.06",2006,3,"INDL","USD","2006Q3","2006Q3",0,0,0.412,0,"I",0,"http://www.sec.gov/Archives/edgar/data/884719/0001104659-06-075143","http://www.sec.gov/Archives/edgar/data/884719/0001104659-06-075143-index.htm","2006-11-14 17:10:56","17:10:56"
"510",37523,28347,"31.12.06",1,2006,4,"2006Q4","2006Q4",38.064,82.89,0.51,8.827,2.589,8.185,3.85,20.662,29.381,7.824,19.302,33.272,53.509,0.534,0.255,28.05,"",2891,2891,604.5,"http://www.sec.gov/Archives/edgar/data/928054/0001193125-07-057254.txt",928054,"10-K","FLOTEK INDUSTRIES INC/CN/","31.12.06","16.03.07",2006,28347,"31.12.06",2006,4,"INDL","USD","2006Q4","2006Q4",NA,12.763,9.201,0,"A",0,"http://www.sec.gov/Archives/edgar/data/928054/0001193125-07-057254","http://www.sec.gov/Archives/edgar/data/928054/0001193125-07-057254-index.htm","2007-03-16 17:10:15","17:10:15"
"511",37532,28374,"31.12.04",1,2004,4,"2004Q4","2004Q4",38.555,40.596,19.067,13.676,0.491,0.405,-2.066,5.689,6.094,-1.919,1.669,9.683,34.502,0,NA,9.43,"",3577,3679,570.1,"http://www.sec.gov/Archives/edgar/data/828146/0001193125-05-066959.txt",828146,"10-K","INTERLINK ELECTRONICS INC","31.12.04","31.03.05",2004,28374,"31.12.04",2004,4,"INDL","USD","2004Q4","2004Q4",NA,0,0.973,NA,"A",0,"http://www.sec.gov/Archives/edgar/data/828146/0001193125-05-066959","http://www.sec.gov/Archives/edgar/data/828146/0001193125-05-066959-index.htm","2005-03-31 15:21:55","15:21:55"
"512",37628,28414,"31.12.06",1,2006,4,"2006Q4","2006Q4",179.017,373.797,0.875,14.107,96.566,0,-6.388,148.757,232.118,13.27,49.471,159.065,141.679,18.297,4.888,6.4,"B+",3260,3260,604.5,"http://www.sec.gov/Archives/edgar/data/902270/0000897101-07-000589.txt",902270,"10-K","LENOX GROUP INC","30.12.06","15.03.07",2006,28414,"31.12.06",2006,4,"INDL","USD","2006Q4","2006Q4",NA,2.849,12.385,0,"I",0,"http://www.sec.gov/Archives/edgar/data/902270/0000897101-07-000589","http://www.sec.gov/Archives/edgar/data/902270/0000897101-07-000589-index.htm","2007-03-15 17:28:28","17:28:28"
"513",37653,28435,"30.09.04",1,2004,3,"2004Q3","2004Q3",657.094,808.576,8.247,28.21,8.827,283.881,2.774,315.921,603.918,14.03,41.55,728.731,204.658,0,NA,7.74,"",5065,5065,568.7,"http://www.sec.gov/Archives/edgar/data/900708/0001144204-04-018137.txt",900708,"10-Q","BELL MICROPRODUCTS INC","30.09.04","09.11.04",2004,28435,"30.09.04",2004,3,"INDL","USD","2004Q3","2004Q3",NA,33.421,2.916,0,"I",0,"http://www.sec.gov/Archives/edgar/data/900708/0001144204-04-018137","http://www.sec.gov/Archives/edgar/data/900708/0001144204-04-018137-index.htm","2004-11-09 16:42:40","16:42:40"
"514",37706,28462,"30.09.05",1,2005,3,"2005Q3","2005Q3",251.719,648.47,1.242,13.964,259.605,5.829,4.167,380.871,496.203,19.639,204.608,136.017,152.169,13.252,3.398,15.2,"",3220,3220,595.4,"http://www.sec.gov/Archives/edgar/data/902274/0000950152-05-008965.txt",902274,"10-Q","LIBBEY INC","30.09.05","09.11.05",2005,28462,"30.09.05",2005,3,"INDL","USD","2005Q3","2005Q3",0,28.99,26.503,0,"A",0.1,"http://www.sec.gov/Archives/edgar/data/902274/0000950152-05-008965","http://www.sec.gov/Archives/edgar/data/902274/0000950152-05-008965-index.htm","2005-11-09 09:13:00","09:13:00"
"515",37771,28502,"31.05.06",1,2005,4,"2006Q2","2005Q4",51.45,61.846,17.293,26.247,0,8.33,-20.599,18.632,28.664,NA,5.089,13.449,33.182,0,NA,3.48,"",3559,3559,606.5,"http://www.sec.gov/Archives/edgar/data/902281/0001275287-06-004584.txt",902281,"10-K","ELECTROGLAS INC","31.05.06","25.08.06",2006,28502,"31.05.06",2005,4,"INDL","USD","2006Q2","2005Q4",NA,0,0.624,0,"I",0,"http://www.sec.gov/Archives/edgar/data/902281/0001275287-06-004584","http://www.sec.gov/Archives/edgar/data/902281/0001275287-06-004584-index.htm","2006-08-25 16:47:04","16:47:04"
"516",37787,28504,"31.03.06",1,2006,1,"2006Q1","2006Q1",17.953,29.27,0,15.36,0.965,0,-2.007,15.416,15.416,-1.891,0.698,1.907,13.854,0,0,3.32,"",3571,3571,598.6,"http://www.sec.gov/Archives/edgar/data/896195/0001193125-06-117350.txt",896195,"10QSB","GLOBAL EPOINT INC","31.03.06","22.05.06",2006,28504,"31.03.06",2006,1,"INDL","USD","2006Q1","2006Q1",NA,0,0.014,0,"I",0,"http://www.sec.gov/Archives/edgar/data/896195/0001193125-06-117350","http://www.sec.gov/Archives/edgar/data/896195/0001193125-06-117350-index.htm","2006-05-22 17:23:41","17:23:41"
"517",37881,28564,"30.09.05",1,2005,3,"2005Q3","2005Q3",262.614,1985.101,62.405,27.161,0,513,32.978,252.851,1098.264,117.866,1707.563,159.275,886.837,217.348,9.681,61.04,"BB",1311,1311,595.4,"http://www.sec.gov/Archives/edgar/data/904080/0000950129-06-002573.txt",904080,"10-Q","STONE ENERGY CORP","30.09.05","13.03.06",2005,28564,"30.09.05",2005,3,"INDL","USD","2005Q3","2005Q3",NA,0,404.742,0,"A",0,"http://www.sec.gov/Archives/edgar/data/904080/0000950129-06-002573","http://www.sec.gov/Archives/edgar/data/904080/0000950129-06-002573-index.htm","2006-03-13 17:02:04","17:02:04"
"518",37926,28600,"30.09.04",1,2004,3,"2004Q3","2004Q3",324.989,1024.7,145.929,60.854,0.547,350.862,16.002,269.347,635.558,NA,542.947,410.554,389.142,0,NA,9.87,"B+",7841,7841,568.7,"http://www.sec.gov/Archives/edgar/data/905895/0000905895-04-000013.txt",905895,"10-Q","HOLLYWOOD ENTERTAINMENT CORP","30.09.04","21.10.04",2004,28600,"30.09.04",2004,3,"INDL","USD","2004Q3","2004Q3",0,0,175.694,3.665,"I",0,"http://www.sec.gov/Archives/edgar/data/905895/0000905895-04-000013","http://www.sec.gov/Archives/edgar/data/905895/0000905895-04-000013-index.htm","2004-10-21 17:14:23","17:14:23"
"519",37945,28616,"30.06.07",1,2007,4,"2007Q2","2007Q4",127.385,299.33,6.181,24.641,0.041,280.081,-0.774,93.629,397.775,9.484,45.521,114.316,-100.549,0,7.788,5.71,"B",4100,4100,624.129,"http://www.sec.gov/Archives/edgar/data/906326/0001193125-07-246946.txt",906326,"10-K","RURAL/METRO CORP /DE/","30.06.07","14.11.07",2007,28616,"30.06.07",2007,4,"INDL","USD","2007Q2","2007Q4",NA,0,13.249,0,"I",0,"http://www.sec.gov/Archives/edgar/data/906326/0001193125-07-246946","http://www.sec.gov/Archives/edgar/data/906326/0001193125-07-246946-index.htm","2007-11-14 13:23:05","13:23:05"
"520",37976,28641,"30.09.06",1,2006,4,"2006Q3","2006Q4",46.101,57.938,15.246,5.386,0.001,0,-0.581,16.044,16.686,1.476,4.275,24.178,41.252,0.046,NA,12.78,"",3550,3550,607.9,"http://www.sec.gov/Archives/edgar/data/906193/0001193125-06-252529.txt",906193,"10-K","KEY TECHNOLOGY INC","30.09.06","13.12.06",2006,28641,"30.09.06",2006,4,"INDL","USD","2006Q3","2006Q4",NA,0,1.56,0,"A",0,"http://www.sec.gov/Archives/edgar/data/906193/0001193125-06-252529","http://www.sec.gov/Archives/edgar/data/906193/0001193125-06-252529-index.htm","2006-12-13 17:03:47","17:03:47"
"521",38005,28668,"31.01.06",1,2005,4,"2005Q4","2005Q4",21.308,91.151,1,24.454,0.729,28.42,-5.029,20.242,49.447,0.906,0.724,25.901,41.704,0.785,4.318,4.85,"",2330,2330,593.9,"http://www.sec.gov/Archives/edgar/data/906782/0001193125-06-095192.txt",906782,"10-K","CYGNE DESIGNS INC","31.01.06","01.05.06",2006,28668,"31.01.06",2005,4,"INDL","USD","2005Q4","2005Q4",NA,4.199,0.158,0,"I",0,"http://www.sec.gov/Archives/edgar/data/906782/0001193125-06-095192","http://www.sec.gov/Archives/edgar/data/906782/0001193125-06-095192-index.htm","2006-05-01 16:23:45","16:23:45"
"522",38063,28691,"31.12.06",1,2006,4,"2006Q4","2006Q4",6.951,36.356,5.578,14.619,0.15,3.018,-1.142,2.451,5.469,NA,4.737,1.677,30.887,0,0.075,3.5,"",2990,2990,604.5,"http://www.sec.gov/Archives/edgar/data/895380/0001144204-07-017857.txt",895380,"10KSB","ALLEGRO BIODIESEL CORP","31.12.06","09.04.07",2006,28691,"31.12.06",2006,4,"INDL","USD","2006Q4","2006Q4",NA,18.539,0.524,NA,"I",0,"http://www.sec.gov/Archives/edgar/data/895380/0001144204-07-017857","http://www.sec.gov/Archives/edgar/data/895380/0001144204-07-017857-index.htm","2007-04-09 13:26:25","13:26:25"
"523",38074,28699,"30.06.05",1,2005,2,"2005Q2","2005Q2",27.346,174.828,4.997,12.704,1.357,24.807,-2.886,18.181,43.69,0.845,4.596,20.781,131.138,0,0.42,7.84,"",7374,7374,582.6,"http://www.sec.gov/Archives/edgar/data/906337/0000950144-05-008485.txt",906337,"10-Q","PROXYMED INC /FT LAUDERDALE/","30.06.05","09.08.05",2005,28699,"30.06.05",2005,2,"INDL","USD","2005Q2","2005Q2",NA,0,1.223,NA,"I",0,"http://www.sec.gov/Archives/edgar/data/906337/0000950144-05-008485","http://www.sec.gov/Archives/edgar/data/906337/0000950144-05-008485-index.htm","2005-08-09 16:37:07","16:37:07"
"524",38160,28737,"30.09.04",1,2004,4,"2004Q3","2004Q4",NA,430.655,3.412,26.244,1.312,218.904,4.394,NA,295.78,42.376,215.227,121.322,134.875,10.496,7.68,6.85,"B+",7359,7359,568.7,"http://www.sec.gov/Archives/edgar/data/893046/0000893046-04-000067.txt",893046,"10-K","RENT WAY INC","30.09.04","10.12.04",2004,28737,"30.09.04",2004,4,"INDL","USD","2004Q3","2004Q4",NA,0.275,9.308,0,"I",0,"http://www.sec.gov/Archives/edgar/data/893046/0000893046-04-000067","http://www.sec.gov/Archives/edgar/data/893046/0000893046-04-000067-index.htm","2004-12-10 16:45:52","16:45:52"
"525",38299,28787,"30.09.04",1,2004,3,"2004Q3","2004Q3",657.209,1833.16,49.033,46.771,122.211,289.366,10.847,551.024,969.269,25.633,384.357,1306.826,863.891,128.879,2.337,23.7,"",5141,5140,568.7,"http://www.sec.gov/Archives/edgar/data/908254/0000908254-04-000062.txt",908254,"10-Q","PERFORMANCE FOOD GROUP CO","02.10.04","12.11.04",2004,28787,"30.09.04",2004,3,"INDL","USD","2004Q3","2004Q3",NA,2.237,58.59,0,"A",0,"http://www.sec.gov/Archives/edgar/data/908254/0000908254-04-000062","http://www.sec.gov/Archives/edgar/data/908254/0000908254-04-000062-index.htm","2004-11-12 10:28:01","10:28:01"
"526",38409,28877,"31.03.04",1,2004,2,"2004Q1","2004Q2",23.488,68.681,0.188,7.054,3.051,9.002,1.315,17.469,28.848,3.566,30.701,31.058,39.833,2.297,0.103,20.14,"",2090,2090,561.5,"http://www.sec.gov/Archives/edgar/data/909954/0000909954-04-000029.txt",909954,"10-Q","GREEN MOUNTAIN COFFEE ROASTERS INC","10.04.04","25.05.04",2004,28877,"31.03.04",2004,2,"INDL","USD","2004Q1","2004Q2",NA,0,8.467,0,"I",0,"http://www.sec.gov/Archives/edgar/data/909954/0000909954-04-000029","http://www.sec.gov/Archives/edgar/data/909954/0000909954-04-000029-index.htm","2004-05-25 11:19:21","11:19:21"
"527",38481,28917,"31.03.07",1,2007,1,"2007Q1","2007Q1",323.216,582.547,29.026,29.937,5.714,27.643,1.499,214.934,264.629,11.086,151.57,322.244,317.918,21.219,0.967,15.93,"",3711,3711,615.145,"http://www.sec.gov/Archives/edgar/data/910619/0001104659-07-038041.txt",910619,"10-Q","MONACO COACH CORP /DE/","31.03.07","10.05.07",2007,28917,"31.03.07",2007,1,"INDL","USD","2007Q1","2007Q1",NA,0,1.77,0,"I",0.06,"http://www.sec.gov/Archives/edgar/data/910619/0001104659-07-038041","http://www.sec.gov/Archives/edgar/data/910619/0001104659-07-038041-index.htm","2007-05-10 12:30:45","12:30:45"
"528",38538,28933,"31.12.04",1,2004,4,"2004Q4","2004Q4",108.898,421.532,29.894,8.919,16.472,234.766,-33.448,136.625,463.081,5.835,135.635,238.754,-41.549,16.164,7.656,2.85,"B",4213,4213,570.1,"http://www.sec.gov/Archives/edgar/data/909950/0000950144-05-003952.txt",909950,"10-K","ALLIED HOLDINGS INC","31.12.04","18.04.05",2004,28933,"31.12.04",2004,4,"INDL","USD","2004Q4","2004Q4",NA,0,22.542,0,"I",0,"http://www.sec.gov/Archives/edgar/data/909950/0000950144-05-003952","http://www.sec.gov/Archives/edgar/data/909950/0000950144-05-003952-index.htm","2005-04-18 06:07:27","06:07:27"
"529",38582,28940,"31.12.06",1,2006,4,"2006Q4","2006Q4",719.436,1355.968,254.151,44.151,62,110,10.713,262.008,512.067,46.69,272.285,378.757,843.901,71.399,2.547,39.09,"",3357,3357,604.5,"http://www.sec.gov/Archives/edgar/data/913142/0000950137-07-003138.txt",913142,"10-K","BELDEN CDT INC.","31.12.06","01.03.07",2006,28940,"31.12.06",2006,4,"INDL","USD","2006Q4","2006Q4",NA,11.715,21.663,0,"A",0.05,"http://www.sec.gov/Archives/edgar/data/913142/0000950137-07-003138","http://www.sec.gov/Archives/edgar/data/913142/0000950137-07-003138-index.htm","2007-03-01 17:08:19","17:08:19"
"530",38590,28942,"30.09.04",1,2004,2,"2004Q3","2004Q2",47.536,78.285,1.619,8.775,8.186,26.409,9.043,29.239,81.286,3.618,7.468,35.757,-3.001,0,1.216,1.32,"",8711,8711,568.7,"http://www.sec.gov/Archives/edgar/data/907072/0000950152-04-008356.txt",907072,"10-Q","CORRPRO COMPANIES INC /OH/","30.09.04","15.11.04",2004,28942,"30.09.04",2004,2,"INDL","USD","2004Q3","2004Q2",NA,0,0.758,NA,"I",0,"http://www.sec.gov/Archives/edgar/data/907072/0000950152-04-008356","http://www.sec.gov/Archives/edgar/data/907072/0000950152-04-008356-index.htm","2004-11-15 17:23:31","17:23:31"
"531",38597,28947,"31.03.05",1,2005,1,"2005Q1","2005Q1",124.512,163.72,0.036,10.339,25.386,0.179,-1.444,77.204,85.734,-0.343,37.811,125.625,77.986,1.266,0.277,10.16,"",3716,3716,579,"http://www.sec.gov/Archives/edgar/data/910655/0001104659-05-050242.txt",910655,"10-Q","NATIONAL RV HOLDINGS INC","31.03.05","26.10.05",2005,28947,"31.03.05",2005,1,"INDL","USD","2005Q1","2005Q1",NA,0,1.342,0,"I",0,"http://www.sec.gov/Archives/edgar/data/910655/0001104659-05-050242","http://www.sec.gov/Archives/edgar/data/910655/0001104659-05-050242-index.htm","2005-10-26 13:31:45","13:31:45"
"532",38704,29021,"31.07.04",1,2004,2,"2004Q2","2004Q2",152.283,304.862,2.096,14.972,0.149,55.219,-16.23,73.019,129.842,-2.736,149.97,152.923,175.02,0,0.586,3.42,"",NA,5731,567.5,"http://www.sec.gov/Archives/edgar/data/911626/0001047469-04-028439.txt",911626,"10-Q","ULTIMATE ELECTRONICS INC","31.07.04","10.09.04",2004,29021,"31.07.04",2004,2,"INDL","USD","2004Q2","2004Q2",NA,0,2.95,0,"I",0,"http://www.sec.gov/Archives/edgar/data/911626/0001047469-04-028439","http://www.sec.gov/Archives/edgar/data/911626/0001047469-04-028439-index.htm","2004-09-10 12:59:48","12:59:48"
"533",38754,29040,"30.06.05",1,2005,2,"2005Q2","2005Q2",17.483,36.117,8.575,19.78,0.211,0.667,0.138,2.318,2.985,0.365,3.483,6.178,33.132,0,NA,3.43,"",3829,9995,582.6,"http://www.sec.gov/Archives/edgar/data/911649/0000950116-05-002781.txt",911649,"10-Q","STRATEGIC DIAGNOSTICS INC/DE/","30.06.05","15.08.05",2005,29040,"30.06.05",2005,2,"INDL","USD","2005Q2","2005Q2",NA,0,0.237,0,"A",0,"http://www.sec.gov/Archives/edgar/data/911649/0000950116-05-002781","http://www.sec.gov/Archives/edgar/data/911649/0000950116-05-002781-index.htm","2005-08-15 16:55:51","16:55:51"
"534",38883,29105,"30.09.04",1,2004,3,"2004Q3","2004Q3",136.561,272.467,65.442,20.103,1.78,10.892,-2.66,51.779,108.892,0.234,131.145,94.933,163.575,5.703,0.249,19.85,"",5621,5621,568.7,"http://www.sec.gov/Archives/edgar/data/910721/0001047469-04-033119.txt",910721,"10-Q","J JILL GROUP INC","25.09.04","04.11.04",2004,29105,"30.09.04",2004,3,"INDL","USD","2004Q3","2004Q3",NA,0,17.007,0,"I",0,"http://www.sec.gov/Archives/edgar/data/910721/0001047469-04-033119","http://www.sec.gov/Archives/edgar/data/910721/0001047469-04-033119-index.htm","2004-11-04 14:56:01","14:56:01"
"535",39037,29151,"30.09.05",1,2005,3,"2005Q3","2005Q3",19.855,89.989,17.686,15.248,4.867,28.821,1.281,11.458,40.613,2.822,57.838,10.03,43.699,0.211,0.471,7.11,"",7990,7990,595.4,"http://www.sec.gov/Archives/edgar/data/911147/0000911147-05-000082.txt",911147,"10-Q","CENTURY CASINOS INC /CO/","03.11.05","04.11.05",2005,29151,"30.09.05",2005,3,"INDL","USD","2005Q3","2005Q3",NA,0,10.655,0,"A",0,"http://www.sec.gov/Archives/edgar/data/911147/0000911147-05-000082","http://www.sec.gov/Archives/edgar/data/911147/0000911147-05-000082-index.htm","2005-11-03 20:13:16","20:13:16"
"536",39046,29151,"31.12.07",1,2007,4,"2007Q4","2007Q4",21.109,198.083,17.962,23.657,8.745,55.919,-1.254,23.903,80.285,NA,131.877,14.37,111.989,0,5.333,6.44,"",7990,7990,629.174,"http://www.sec.gov/Archives/edgar/data/911147/0000911147-08-000007.txt",911147,"10-K","CENTURY CASINOS INC /CO/","05.03.08","17.03.08",2007,29151,"31.12.07",2007,4,"INDL","USD","2007Q4","2007Q4",0,5.298,9.44,0,"A",0,"http://www.sec.gov/Archives/edgar/data/911147/0000911147-08-000007","http://www.sec.gov/Archives/edgar/data/911147/0000911147-08-000007-index.htm","2008-03-17 15:13:59","15:13:59"
"537",39174,29250,"31.12.06",1,2006,4,"2006Q4","2006Q4",47.341,186.186,7.183,34.48,0.128,62.051,-8.552,27.658,102.259,-5.957,5.456,14.505,83.927,11.856,2.218,9.07,"CCC",3990,9995,604.5,"http://www.sec.gov/Archives/edgar/data/912241/0001193125-07-062116.txt",912241,"10-K","PROGRESSIVE GAMING INTERNATIONAL CORP","31.12.06","23.03.07",2006,29250,"31.12.06",2006,4,"INDL","USD","2006Q4","2006Q4",7.94,0.744,2.17,0.363,"I",0,"http://www.sec.gov/Archives/edgar/data/912241/0001193125-07-062116","http://www.sec.gov/Archives/edgar/data/912241/0001193125-07-062116-index.htm","2007-03-23 06:19:16","06:19:16"
"538",39191,29264,"30.04.07",1,2007,1,"2007Q1","2007Q1",679.151,1720.118,17.753,54.418,140.475,369.012,5.24,381.411,1076.739,NA,520.154,573.556,643.379,36.237,9.651,23.5,"",5621,5621,619.14,"http://www.sec.gov/Archives/edgar/data/912263/0000950135-07-003659.txt",912263,"10-Q","TALBOTS INC","05.05.07","14.06.07",2007,29264,"30.04.07",2007,1,"INDL","USD","2007Q1","2007Q1",22.81,0,18.263,0.518,"I",0.13,"http://www.sec.gov/Archives/edgar/data/912263/0000950135-07-003659","http://www.sec.gov/Archives/edgar/data/912263/0000950135-07-003659-index.htm","2007-06-14 15:11:35","15:11:35"
"539",39265,29304,"31.10.07",1,2007,2,"2007Q3","2007Q2",10.709,20.257,0.46,3.285,3.734,4.028,0.01,8.363,12.694,0.749,6.307,5.602,7.563,0.303,0.127,6.1096,"",3672,3672,625.879,"http://www.sec.gov/Archives/edgar/data/914398/0000922907-07-000831.txt",914398,"10QSB","ELECSYS CORP","31.10.07","21.12.07",2007,29304,"31.10.07",2007,2,"INDL","USD","2007Q3","2007Q2",NA,0.02,0.234,0,"I",0,"http://www.sec.gov/Archives/edgar/data/914398/0000922907-07-000831","http://www.sec.gov/Archives/edgar/data/914398/0000922907-07-000831-index.htm","2007-12-21 16:36:27","16:36:27"
"540",39368,29341,"30.06.05",1,2005,2,"2005Q2","2005Q2",344.61,620.826,5.086,24.51,757.888,0.021,-13.164,938.629,1004.534,5.623,125.187,307.218,-383.708,0,20.32,1.34,"",3086,3086,582.6,"http://www.sec.gov/Archives/edgar/data/912908/0000912908-05-000083.txt",912908,"10-Q","FOAMEX INTERNATIONAL INC","03.07.05","25.08.05",2005,29341,"30.06.05",2005,2,"INDL","USD","2005Q2","2005Q2",NA,0,2.245,0,"I",0,"http://www.sec.gov/Archives/edgar/data/912908/0000912908-05-000083","http://www.sec.gov/Archives/edgar/data/912908/0000912908-05-000083-index.htm","2005-08-25 17:23:43","17:23:43"
"541",39382,29342,"30.09.04",1,2004,3,"2004Q3","2004Q3",17.444,48.395,1.227,14.393,0.748,1.828,0.076,6.326,8.154,0.789,15.081,16.032,39.66,0,0.026,3.38,"",2090,2090,568.7,"http://www.sec.gov/Archives/edgar/data/913032/0001104659-04-034361.txt",913032,"10-Q","MONTEREY GOURMET FOODS","26.09.04","08.11.04",2004,29342,"30.09.04",2004,3,"INDL","USD","2004Q3","2004Q3",NA,7.689,0.632,0,"I",0,"http://www.sec.gov/Archives/edgar/data/913032/0001104659-04-034361","http://www.sec.gov/Archives/edgar/data/913032/0001104659-04-034361-index.htm","2004-11-08 17:25:44","17:25:44"
"542",39395,29342,"31.12.07",1,2007,4,"2007Q4","2007Q4",23.78,60.506,5.541,17.142,0.05,0.029,0.641,8.364,8.393,1.326,14.28,26.825,51.954,0,NA,3.185,"",2090,2090,629.174,"http://www.sec.gov/Archives/edgar/data/913032/0001019056-08-000392.txt",913032,"10-K","MONTEREY GOURMET FOODS","31.12.07","12.03.08",2007,29342,"31.12.07",2007,4,"INDL","USD","2007Q4","2007Q4",NA,0,1.345,0.657,"I",0,"http://www.sec.gov/Archives/edgar/data/913032/0001019056-08-000392","http://www.sec.gov/Archives/edgar/data/913032/0001019056-08-000392-index.htm","2008-03-12 14:56:08","14:56:08"
"543",39431,29346,"30.09.04",1,2004,3,"2004Q3","2004Q3",3.399,15.892,1.096,5.65,0.52,1.02,-0.178,4.611,9.296,0.236,11.488,14.644,5.085,0,0.059,1.65,"",5812,5812,568.7,"http://www.sec.gov/Archives/edgar/data/895041/0001015402-04-004734.txt",895041,"10-Q","GRILL CONCEPTS INC","26.09.04","10.11.04",2004,29346,"30.09.04",2004,3,"INDL","USD","2004Q3","2004Q3",NA,0,1.774,0,"I",0,"http://www.sec.gov/Archives/edgar/data/895041/0001015402-04-004734","http://www.sec.gov/Archives/edgar/data/895041/0001015402-04-004734-index.htm","2004-11-10 10:02:39","10:02:39"
"544",39456,29353,"30.11.06",1,2007,1,"2006Q4","2007Q1",1538.142,3495.762,178.552,80.748,73.519,1113.957,-12.289,1075.835,2247.214,35.946,175.979,1276.131,1231.68,12.589,8.152,29.89,"BB",8711,8711,603.6,"http://www.sec.gov/Archives/edgar/data/914024/0000950129-07-000096.txt",914024,"10-Q","SHAW GROUP INC","30.11.06","16.01.07",2006,29353,"30.11.06",2007,1,"INDL","USD","2006Q4","2007Q1",27.17,1.644,8.891,3.012,"I",0,"http://www.sec.gov/Archives/edgar/data/914024/0000950129-07-000096","http://www.sec.gov/Archives/edgar/data/914024/0000950129-07-000096-index.htm","2007-01-16 17:15:12","17:15:12"
"545",39467,29366,"31.03.04",1,2004,2,"2004Q1","2004Q2",2.284,2.51,0.209,10.163,0,0,-1.055,2.581,2.581,-1.014,0.028,1.844,-0.071,0,NA,0.08,"",3576,3576,561.5,"http://www.sec.gov/Archives/edgar/data/913598/0000950005-04-000484.txt",913598,"10QSB","ASANTE TECHNOLOGIES INC","31.03.04","17.05.04",2004,29366,"31.03.04",2004,2,"INDL","USD","2004Q1","2004Q2",NA,0,0,0,"I",0,"http://www.sec.gov/Archives/edgar/data/913598/0000950005-04-000484","http://www.sec.gov/Archives/edgar/data/913598/0000950005-04-000484-index.htm","2004-05-17 17:07:41","17:07:41"
"546",39560,29433,"30.09.04",1,2004,2,"2004Q3","2004Q2",182.677,207.263,8.262,26.944,0,0,4.382,137.588,137.588,5.153,6.18,144.401,69.675,0,0.06,14.49,"",5045,7370,568.7,"http://www.sec.gov/Archives/edgar/data/911650/0000950134-04-017596.txt",911650,"10-Q","NAVARRE CORP /MN/","30.09.04","15.11.04",2004,29433,"30.09.04",2004,2,"INDL","USD","2004Q3","2004Q2",NA,0,6.494,0,"A",0,"http://www.sec.gov/Archives/edgar/data/911650/0000950134-04-017596","http://www.sec.gov/Archives/edgar/data/911650/0000950134-04-017596-index.htm","2004-11-15 15:56:38","15:56:38"
